STP_party_civil_register_desc	Regional institutions must know which orders are in force and who is authorised to sign them. We will update the registers of Niansas and Hoskheit while maintaining continuity of local administration. This will strengthen the Party's position, but cannot replace work with the garrisons.
STP_party_succession_protocol	The Succession Procedure
STP_party_succession_protocol_desc	Until the very last day, Ivanov's signature held departments together better than any regulation. Now the presidium needs a procedure that will not stop at the door to the president's ward. We will formalise the secretariat's authority and determine in advance who makes decisions when contact with the capital is lost.
STP_party_war_transport	Military Transport Columns
STP_party_war_transport_desc	The army needs transport in the first weeks of war. Unified headquarters will assign repair routes and coordinate deliveries without waiting for the entire arsenal programme to finish. This focus unlocks a transport order costing 2500 treasury units and taking 28 days; funding and execution remain the government's separate responsibility.
STP_party_treasury_2400_tt	The treasury will receive §G2400§! monetary units.
STP_party_rear_administration	Restore Administration behind the Lines
STP_party_rear_administration_desc	We will appoint officials responsible for rations, payments and frontline requisitions. The rear answers to the functioning government: the Congress or a provisional presidium with restored district communications. We will release a reserve of 2400 treasury units and strengthen civilian administration even if the capital has not yet been retaken.
STP_party_war_directorate	Operations Directorate
STP_party_war_directorate_desc	Rear administration and reserve management must serve the same operation. Once government communications are restored, we will establish a directorate to coordinate unit requests, replacements and staff plans. Its creation strengthens organisation and planning, but does not cancel the remaining stages of reorganisation.
STP_party_district_charters	Charters for District Organisations
STP_party_district_charters_desc	Districts will retain some authority over personnel and receive a clearly defined share of responsibility for reconstruction. In return, local organisations undertake to implement the common budget and refrain from creating their own armed formations. These concessions reduce the secretariat's freedom, but make local administration more predictable.
STP_party_local_cadres	Retain Local Personnel
STP_party_local_cadres_desc	The war left too few engineers and managers to judge everyone solely by whose orders they followed. District organisations will vouch for specialists. The centre will maintain common standards, but abandon the attempt to approve every appointment personally.
STP_party_personnel_commissions	Presidium Personnel Commissions
STP_party_personnel_commissions_desc	Emergency appointments must become a permanent system of admission to state service. Commissions will vet managers and build a replacement reserve. This will give the centre more direct control, but taking specialists away from their work will slow reconstruction.
STP_party_chain_of_command	A Single Chain of Command
STP_party_chain_of_command_desc	Hedersett has no intention of governing through endless agreements with every district secretary. Appointments, garrisons and ministerial orders will fall under one system. Strengthening command will require continuing expenditure on enforcement checks.
STP_party_revenue_service	Restore Revenue Collection
STP_party_revenue_service_desc	Before choosing between civilian reconstruction and defence orders, the state needs a common financial framework. We will restore tax registers, reconcile port fees with actual turnover and establish uniform payment procedures. Both economic models will rely on regular receipts rather than one-off seizures.
STP_party_port_contracts	Long-term Port Contracts
STP_party_port_contracts_desc	A civilian priority must bring turnover to the treasury and a planning horizon to enterprises. We will establish terms for warehouse leases, cargo handling and raw-material supplies. The state will relinquish some immediate control in exchange for lasting contracts.
STP_party_industrial_board	State Industrial Orders
STP_party_industrial_board_desc	A military priority requires coordinated production runs, not isolated shipments. The industrial directorate will consolidate orders from the army and related enterprises. Arms output will rise, but contract oversight will remain an expense in the budget.
STP_party_research_council	Council for Applied Research
STP_party_research_council_desc	Laboratories experienced the war differently. Some continued working with the army; others lost personnel and equipment. We will bring the surviving teams into a permanent council for industrial problems, communications and new technologies.
STP_party_technical_institutes	Reopen the Institutes
STP_party_technical_institutes_desc	Once the ministries can again pay their staff and manage state orders, permanent research programmes can return to the institutes. Lecture halls and laboratories must train the next generation of specialists, not merely service departments' urgent requests.
STP_party_ministries_restored_tt	The 'Restore the Ministries' decision is complete
STP_RESISTANCE_ELECTION_BRIEFING	[STP_display_party_suspicion]\n\n§YKey suspicion thresholds§!\n§Y50%§!: the Party can run §Rtwo district commissions simultaneously§!.\n§Y70%§!: surveillance enters its crisis stage; new risky operations become particularly dangerous.\n§R90%§!: Shabrat is placed on operational watchlists. Suspicion can still be reduced before it reaches 100%.\n§R100%§!: if Shabrat is still available, he is §Rarrested immediately§!; lowering the scale does not undo an arrest that has already occurred.\n\nWhen a commission is active, first prepare a §Yfalse trail§!: it takes 7 days and applies only to the current inspection.
STP_PARTY_ELECTION_BRIEFING	[STP_display_party_suspicion]\n\n§YThe presidium's task§!\nKeep districts obedient, prepare garrisons and consolidate the election result. Apparatus loyalty is not security-service suspicion: 100% loyalty does not mean Shabrat is automatically arrested.\n\n§YUnderground tempo§!\nBelow §R25%§!, a new operation takes §Y21 days§!; from §Y25%§! to §Y69%§!, §Y28 days§!; from §G70%§!, §Y38 days§!. The first announcement grants another §Y32 days§! to prepare a response. Changes in loyalty do not recalculate a timer already running.\n\n§YOur tools§!\nThe Security Board unlocks a §Y10-day courier interception§!. A command inspection takes §Y21 days§! and destroys identified local networks, but an empty inspection strengthens Shabrat's position. An agreement with a commander prepares a Party garrison separately. Check the cost and free slot in the decision.\n\nFunding ministries or arsenals does not block basic Congress security or district administration.[STPGetPartyPreparationReport]
STP_RESISTANCE_MAP_INSTRUCTIONS	Choose major operations: a garrison agreement, supplies or civilian administration. The map shows established networks and which side will receive each district.
STP_PARTY_MAP_INSTRUCTIONS	The map shows which districts will remain loyal to the Party and where the underground is active. Watch the couriers' announced target. Interception disrupts the current operation; an inspection destroys local networks; an agreement with a commander prepares a garrison. Influence and prepared units are different results.
STP_REGION_PARTY_INSPECTION_STATUS	\n\n§YParty inspection:§! a commission is working in the district. The resistance can prepare cover or sacrifice some connections. Watch the inspection's outcome and the underground's next announced operation.
STP_party_form_assault_column	Form an Assault Column
STP_party_form_assault_column_desc	Immediately form one reinforced division using a fixed wartime template. All personnel and equipment are drawn from our actual reserves. Another order becomes available after §Y21 days§!, only while the civil war against the resistance continues. Once it ends, the old prices no longer apply. The Party's reinforced division template retains its original composition until the civil war ends; ordinary recruitment using it is not prohibited.
STP_party_assault_price	£manpower_texticon §Y7900§! £infantry_equipment_texticon §Y610§! / §Y48§! squad / §Y30§! support / £artillery_texticon §Y60§! £anti_air_texticon §Y20§!
STP_party_assault_price_blocked	£manpower_texticon §R7900§! £infantry_equipment_texticon §R610§! / §R48§! squad / §R30§! support / £artillery_texticon §R60§! £anti_air_texticon §R20§!
STP_party_assault_price_tooltip	£manpower_texticon §Y7900§! £infantry_equipment_texticon §Y610§! / §Y48§! squad / §Y30§! support / £artillery_texticon §Y60§! £anti_air_texticon §Y20§!\nFull division cost: 7900 men, 610 small arms, 48 squad weapons, 30 support equipment, 60 artillery pieces and 20 anti-air weapons. Political power and treasury funds are not spent.
STP_party_assault_ready_tt	The reserve contains all 7900 men and the full equipment package for one reinforced division
