FACTION_THEATER_CREATE_BUTTON	Add theatre: £faction_initiative_texticon£ $VALUE$
FACTION_MANPOWER_CONTRIBUTION	Manpower Contribution
REQUEST_FACTION_MANPOWER	Request Garrison Support
REQUEST_FACTION_MANPOWER_BUTTON	Request Garrison
REQUEST_FACTION_MANPOWER_BUTTON_INSUFFICIENT_CONTRIBUTION	§RMore contribution points are required to request manpower.§!
REQUEST_FACTION_MANPOWER_BUTTON_DESC	Here we can request manpower to fill vacant garrison positions in territory we currently occupy, avoiding depletion of our own armies' manpower.
FACTION_MEMBER_UPGRADE_BELOW_MIN	§RDoes not meet the faction's minimum requirements.§!
FACTION_THEATER_HEADER	Faction Theatre
FACTION_STRAT_REGION_INSTRUCTION	Assign faction members to regions
FACTION_STRAT_REGION_ARMY	Total Divisions
FACTION_STRAT_REGION_NAVY	Total Task Forces
FACTION_STRAT_REGION_NOT_OWNER	§RFaction theatres can be managed only by their owner§! ($COUNTRY|H$)
FACTION_STRAT_REGION_DESC	$THEATER_NAME|H$\n\nAssign a §Ytheatre commander§! to oversee joint operations in the selected regions, improving the coordination and effectiveness of both army and navy operations.\n\n
DELETE_FACTION_THEATER	§RDelete§! faction theatre
ADD_FACTION_THEATER_TITLE	§HCreate a New Faction Theatre§!
CREATE_FACTION_THEATER	Create: $VALUE|H0$ £faction_initiative_texticon£
FACTION_THEATER_CLICK_TO_SELECT	§GClick§! to select a theatre
FACTION_THEATER_MISSING_COMMANDER	§YAssign a commander§! to select\nthe countries and regions\nthey should focus on.\n\nAvailable faction members: $AVAILABLE|H$
FACTION_THEATER_ADD_COUNTRY	§GClick§! to add $COUNTRY|H$
FACTION_THEATER_REMOVE_COUNTRY	§GClick§! to remove $COUNTRY|H$
FACTION_THEATER_COUNTRY_ITEM_DESC	Total divisions: $ARMY|H*$\nTotal task forces: $NAVY|H*$
FACTION_THEATER_NOT_SELECTED_COUNTRIES	At least one country must be selected.
FACTION_THEATER_NOT_SELECTED_REGION	At least one region must be selected on the map.
FACTION_CANT_ASSIGN_SCIENTIST_MORE	Only one additional scientist may be assigned
FACTION_UNASSIGN_SCIENTIST	Unassign the additional scientist
FACTION_ASSIGN_FACILITY	§HShare Facility Access§!
FACTION_ASSIGN_FACILITY_DESC	Sharing access to a special-project facility allows other faction members to assign §Hadditional scientists§! ($NUMBER|H0$)
FACTION_UNASSIGN_PROJECT_POPUP_TITLE	Revoke Facility Access
FACTION_UNASSIGN_PROJECT_POPUP_DESC	Revoke access to the facility in $STATE_NAME|Y$?
FACTION_NO_AGENCY	No Intelligence Agency
FACTION_AGENCY_ADD	§GClick to add $GROUP|H$§!
FACTION_SPY_MASTER	Spymaster
FACTION_HEAD_OF_CRYPTOLOGY	Head of Cryptology
FACTION_HEAD_OF_COUNTER_INTELLIGENCE	Head of Counterintelligence
FACTION_HEAD_OF_OPERATIONS	Head of Operations
FACTION_UNLOCK_BUTTON	Unlock £faction_initiative_texticon£ $VALUE$
VIEW_EXISTING_FACTIONS	Factions
VIEW_FACTION	View Factions
CREATE_FACTION	Create Faction
TYPE_FACTION_NAME	Enter a faction name
